GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC05_EST_VC15,HC05_MOE_VC15,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC05_EST_VC19,HC05_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC05_EST_VC20,HC05_MOE_VC20,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC05_EST_VC23,HC05_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC05_EST_VC24,HC05_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC05_EST_VC27,HC05_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28,HC05_EST_VC28,HC05_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC04_EST_VC29,HC04_MOE_VC29,HC05_EST_VC29,HC05_MOE_VC29,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC04_EST_VC32,HC04_MOE_VC32,HC05_EST_VC32,HC05_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC04_EST_VC33,HC04_MOE_VC33,HC05_EST_VC33,HC05_MOE_VC33
1400000US17031804102,17031804102,"Census Tract 8041.02, Cook County, Illinois",2492,110,1832,125,58,47,118,74,484,126,2.62,0.12,3.04,0.13,2.47,0.26,2.81,0.47,1.03,0.04,2008,117,1832,125,58,47,118,74,(X),(X),3.01,0.12,3.04,0.13,2.47,0.26,2.81,0.47,(X),(X),765,95,681,93,14,24,70,55,(X),(X),9.8,6.9,11.0,7.6,0.0,72.9,0.0,31.3,(X),(X),9.7,7.1,7.8,6.8,0.0,72.9,30.0,36.4,(X),(X),80.5,10.2,81.2,11.6,100.0,72.9,70.0,36.4,(X),(X),2492,110,1832,125,58,47,118,74,484,126,32.0,3.7,38.9,5.0,24.1,38.8,59.3,36.2,0.0,5.5,49.6,5.6,41.2,6.9,75.9,38.8,40.7,36.2,80.6,11.6,18.9,4.5,(X),(X),(X),(X),(X),(X),97.3,4.7,10.3,3.3,(X),(X),(X),(X),(X),(X),52.9,15.1,0.0,1.1,(X),(X),(X),(X),(X),(X),(X),(X),0.5,0.9,(X),(X),(X),(X),(X),(X),(X),(X),93.5,3.0,95.9,2.7,75.9,38.8,86.4,20.4,88.0,11.3,6.5,3.0,4.1,2.7,24.1,38.8,13.6,20.4,12.0,11.3,0.0,1.1,0.0,1.5,0.0,35.5,0.0,20.6,0.0,5.5,98.8,1.4,100.0,1.5,100.0,35.5,100.0,20.6,93.6,7.2,1.2,1.4,0.0,1.5,0.0,35.5,0.0,20.6,6.4,7.2
1400000US17031804104,17031804104,"Census Tract 8041.04, Cook County, Illinois",1827,100,1321,113,36,31,129,53,341,101,2.77,0.12,3.27,0.14,2.64,0.42,2.27,0.26,1.05,0.08,1486,111,1321,113,36,31,129,53,(X),(X),3.17,0.13,3.27,0.14,2.64,0.42,2.27,0.26,(X),(X),755,86,680,76,12,18,63,37,(X),(X),14.4,6.2,14.7,6.8,0.0,78.7,14.3,22.1,(X),(X),9.5,5.2,10.6,5.7,0.0,78.7,0.0,33.7,(X),(X),76.0,7.8,74.7,8.5,100.0,78.7,85.7,22.1,(X),(X),1827,100,1321,113,36,31,129,53,341,101,41.8,4.3,52.2,5.5,33.3,43.2,48.8,22.7,0.0,7.7,30.0,5.3,24.8,5.1,50.0,43.4,29.5,22.0,48.4,16.1,18.3,5.2,(X),(X),(X),(X),(X),(X),97.9,3.5,7.0,3.7,(X),(X),(X),(X),(X),(X),37.2,16.1,0.0,1.5,(X),(X),(X),(X),(X),(X),(X),(X),0.0,1.5,(X),(X),(X),(X),(X),(X),(X),(X),98.2,1.6,98.1,2.0,100.0,45.5,100.0,19.1,97.9,3.5,1.8,1.6,1.9,2.0,0.0,45.5,0.0,19.1,2.1,3.5,0.0,1.5,0.0,2.1,0.0,45.5,0.0,19.1,0.0,7.7,89.5,3.7,90.9,3.7,100.0,45.5,75.2,24.6,88.6,8.1,10.5,3.7,9.1,3.7,0.0,45.5,24.8,24.6,11.4,8.1
1400000US17031804105,17031804105,"Census Tract 8041.05, Cook County, Illinois",1431,70,1213,84,48,35,68,36,102,44,3.02,0.12,3.19,0.14,2.40,0.42,3.13,0.50,1.18,0.25,1329,69,1213,84,48,35,68,36,(X),(X),3.16,0.13,3.19,0.14,2.40,0.42,3.13,0.50,(X),(X),584,58,509,69,27,26,48,28,(X),(X),18.7,9.3,20.2,10.2,22.2,43.8,0.0,39.4,(X),(X),11.6,8.7,13.4,10.1,0.0,52.5,0.0,39.4,(X),(X),69.7,9.6,66.4,10.9,77.8,43.8,100.0,39.4,(X),(X),1431,70,1213,84,48,35,68,36,102,44,42.1,3.8,43.4,4.8,56.3,37.6,70.6,25.4,0.0,23.3,34.9,4.1,31.9,4.8,22.9,30.8,13.2,17.9,90.2,15.1,6.1,2.7,(X),(X),(X),(X),(X),(X),86.3,18.3,5.5,2.7,(X),(X),(X),(X),(X),(X),76.5,23.4,0.0,1.9,(X),(X),(X),(X),(X),(X),(X),(X),0.0,1.9,(X),(X),(X),(X),(X),(X),(X),(X),100.0,1.9,100.0,2.2,100.0,39.4,100.0,32.0,100.0,23.3,0.0,1.9,0.0,2.2,0.0,39.4,0.0,32.0,0.0,23.3,0.0,1.9,0.0,2.2,0.0,39.4,0.0,32.0,0.0,23.3,96.8,2.5,96.2,2.9,100.0,39.4,100.0,32.0,100.0,23.3,3.2,2.5,3.8,2.9,0.0,39.4,0.0,32.0,0.0,23.3
1400000US17031804106,17031804106,"Census Tract 8041.06, Cook County, Illinois",2649,108,1527,144,93,61,250,126,779,148,2.65,0.14,3.39,0.19,2.69,0.61,2.93,0.59,1.10,0.07,1870,129,1527,144,93,61,250,126,(X),(X),3.26,0.16,3.37,0.18,2.69,0.61,2.75,0.37,(X),(X),888,100,782,96,14,23,92,72,(X),(X),9.7,5.0,9.7,5.4,0.0,72.9,10.9,24.3,(X),(X),20.0,7.3,22.8,8.1,0.0,72.9,0.0,25.4,(X),(X),70.3,7.9,67.5,8.6,100.0,72.9,89.1,24.3,(X),(X),2649,108,1527,144,93,61,250,126,779,148,34.5,3.6,51.2,5.7,30.1,27.7,41.2,24.7,0.0,3.5,35.1,4.1,33.2,5.2,31.2,33.2,37.2,21.3,38.8,13.2,26.8,4.8,(X),(X),(X),(X),(X),(X),91.1,5.8,7.1,3.5,(X),(X),(X),(X),(X),(X),24.3,11.6,0.5,0.8,(X),(X),(X),(X),(X),(X),(X),(X),1.6,1.5,(X),(X),(X),(X),(X),(X),(X),(X),81.2,4.5,86.6,4.7,82.8,26.0,62.4,30.5,76.5,12.3,18.8,4.5,13.4,4.7,17.2,26.0,37.6,30.5,23.5,12.3,0.0,1.0,0.0,1.8,0.0,25.2,0.0,10.4,0.0,3.5,90.0,3.7,89.1,4.9,52.7,30.1,91.2,13.5,96.0,4.2,10.0,3.7,10.9,4.9,47.3,30.1,8.8,13.5,4.0,4.2
1400000US17031804108,17031804108,"Census Tract 8041.08, Cook County, Illinois",2017,181,587,137,52,57,173,91,1205,218,1.89,0.14,2.73,0.24,2.50,0.34,2.78,0.57,1.33,0.13,812,129,587,137,52,57,173,91,(X),(X),2.71,0.20,2.73,0.24,2.42,0.20,2.72,0.60,(X),(X),433,112,325,121,0,11,108,77,(X),(X),62.6,17.1,70.8,18.4,-,**,38.0,38.5,(X),(X),5.3,6.4,7.1,8.6,-,**,0.0,22.2,(X),(X),32.1,15.9,22.2,15.6,-,**,62.0,38.5,(X),(X),2017,181,587,137,52,57,173,91,1205,218,23.7,6.1,55.4,15.8,0.0,37.8,75.7,23.0,1.9,2.9,6.7,1.7,6.0,4.5,0.0,37.8,13.3,18.1,6.5,3.9,45.9,7.5,(X),(X),(X),(X),(X),(X),76.8,7.7,2.8,1.7,(X),(X),(X),(X),(X),(X),4.7,2.8,0.7,0.9,(X),(X),(X),(X),(X),(X),(X),(X),7.4,3.1,(X),(X),(X),(X),(X),(X),(X),(X),5.6,2.5,13.3,6.8,0.0,37.8,4.0,8.0,2.2,2.5,94.4,2.5,86.7,6.8,100.0,37.8,96.0,8.0,97.8,2.5,0.0,1.4,0.0,4.6,0.0,37.8,0.0,14.7,0.0,2.3,10.1,3.3,20.6,8.9,0.0,37.8,4.0,8.0,6.2,3.9,89.9,3.3,79.4,8.9,100.0,37.8,96.0,8.0,93.8,3.9
1400000US17031804109,17031804109,"Census Tract 8041.09, Cook County, Illinois",1191,62,641,81,8,13,84,62,458,91,2.33,0.14,2.98,0.20,2.00,0.36,3.49,0.74,1.22,0.13,733,97,641,81,8,13,84,62,(X),(X),3.02,0.18,2.98,0.20,2.00,0.36,3.49,0.74,(X),(X),275,47,242,51,8,13,25,29,(X),(X),9.1,9.8,10.3,11.1,0.0,96.4,0.0,54.6,(X),(X),11.6,12.0,13.2,13.2,0.0,96.4,0.0,54.6,(X),(X),79.3,14.2,76.4,15.7,100.0,96.4,100.0,54.6,(X),(X),1191,62,641,81,8,13,84,62,458,91,23.6,3.8,38.7,8.0,100.0,96.4,29.8,32.4,0.0,5.8,48.3,7.3,55.4,8.9,100.0,96.4,39.3,39.5,39.1,13.6,31.2,6.4,(X),(X),(X),(X),(X),(X),81.2,10.5,13.9,5.6,(X),(X),(X),(X),(X),(X),36.2,13.5,1.6,1.8,(X),(X),(X),(X),(X),(X),(X),(X),2.4,2.5,(X),(X),(X),(X),(X),(X),(X),(X),76.5,5.7,95.9,3.5,100.0,96.4,50.0,41.9,53.7,12.7,23.5,5.7,4.1,3.5,0.0,96.4,50.0,41.9,46.3,12.7,0.0,2.3,0.0,4.2,0.0,96.4,0.0,27.3,0.0,5.8,80.9,6.0,100.0,4.2,100.0,96.4,39.3,39.5,61.6,13.6,19.1,6.0,0.0,4.2,0.0,96.4,60.7,39.5,38.4,13.6
1400000US17031804201,17031804201,"Census Tract 8042.01, Cook County, Illinois",2729,181,2105,209,28,32,134,84,462,136,2.87,0.14,3.17,0.18,3.18,1.29,3.46,0.49,1.29,0.22,2267,190,2105,209,28,32,134,84,(X),(X),3.19,0.17,3.17,0.18,3.18,1.29,3.46,0.49,(X),(X),785,162,669,150,0,15,116,82,(X),(X),15.0,9.7,17.6,11.6,-,**,0.0,20.9,(X),(X),8.2,6.8,9.6,7.8,-,**,0.0,20.9,(X),(X),76.8,10.0,72.8,11.7,-,**,100.0,20.9,(X),(X),2729,181,2105,209,28,32,134,84,462,136,31.0,4.5,33.8,4.9,0.0,51.6,100.0,18.4,0.0,5.8,49.2,4.9,48.2,5.9,0.0,51.6,13.4,22.4,67.1,15.8,13.3,4.0,(X),(X),(X),(X),(X),(X),78.8,17.1,8.2,3.1,(X),(X),(X),(X),(X),(X),48.3,16.0,0.0,1.0,(X),(X),(X),(X),(X),(X),(X),(X),2.7,3.2,(X),(X),(X),(X),(X),(X),(X),(X),94.7,2.3,98.2,1.5,100.0,51.6,85.1,23.3,81.0,10.3,5.3,2.3,1.8,1.5,0.0,51.6,14.9,23.3,19.0,10.3,0.0,1.0,0.0,1.3,0.0,51.6,0.0,18.4,0.0,5.8,91.7,3.6,95.2,3.7,100.0,51.6,74.6,28.4,80.5,11.0,8.3,3.6,4.8,3.7,0.0,51.6,25.4,28.4,19.5,11.0
1400000US17031804202,17031804202,"Census Tract 8042.02, Cook County, Illinois",2696,176,1985,155,21,23,182,84,508,156,2.91,0.13,3.35,0.15,3.14,1.46,3.12,0.47,1.11,0.08,2188,164,1985,155,21,23,182,84,(X),(X),3.30,0.13,3.35,0.15,3.14,1.46,2.87,0.19,(X),(X),855,84,738,89,11,17,106,69,(X),(X),10.9,6.8,12.6,7.5,0.0,82.3,0.0,22.6,(X),(X),21.1,7.6,24.4,8.9,0.0,82.3,0.0,22.6,(X),(X),68.1,9.1,63.0,9.8,100.0,82.2,100.0,22.6,(X),(X),2696,176,1985,155,21,23,182,84,508,156,32.1,3.3,37.2,5.2,100.0,59.5,58.2,24.4,0.0,5.3,44.8,5.2,38.7,6.3,47.6,52.4,41.8,24.4,69.3,14.4,17.0,5.1,(X),(X),(X),(X),(X),(X),90.0,7.6,8.1,3.0,(X),(X),(X),(X),(X),(X),42.9,13.0,0.0,1.0,(X),(X),(X),(X),(X),(X),(X),(X),2.3,1.8,(X),(X),(X),(X),(X),(X),(X),(X),92.2,3.2,96.7,3.2,100.0,59.5,93.4,10.9,74.2,13.6,7.8,3.2,3.3,3.2,0.0,59.5,6.6,10.9,25.8,13.6,0.0,1.0,0.0,1.4,0.0,59.5,0.0,14.0,0.0,5.3,80.5,4.5,85.7,5.4,100.0,59.5,61.5,23.3,66.1,13.2,19.5,4.5,14.3,5.4,0.0,59.5,38.5,23.3,33.9,13.2
1400000US17031804305,17031804305,"Census Tract 8043.05, Cook County, Illinois",2453,115,1344,191,217,131,358,130,534,126,3.24,0.24,3.72,0.31,5.24,1.92,3.05,0.43,1.36,0.51,1919,120,1344,191,217,131,358,130,(X),(X),3.50,0.26,3.60,0.30,3.71,1.75,2.99,0.43,(X),(X),770,127,583,137,70,67,117,75,(X),(X),23.5,9.6,16.5,8.6,85.7,26.1,21.4,25.8,(X),(X),19.9,11.7,26.2,14.9,0.0,31.3,0.0,20.8,(X),(X),56.6,13.7,57.3,15.5,14.3,26.1,78.6,25.8,(X),(X),2453,115,1344,191,217,131,358,130,534,126,37.2,4.5,47.7,7.1,71.0,31.2,32.7,16.5,0.0,5.0,24.7,4.6,25.0,6.9,6.0,10.5,28.2,16.1,29.2,13.9,19.3,5.2,(X),(X),(X),(X),(X),(X),88.6,13.8,5.1,2.8,(X),(X),(X),(X),(X),(X),23.4,12.7,0.0,1.1,(X),(X),(X),(X),(X),(X),(X),(X),3.8,3.4,(X),(X),(X),(X),(X),(X),(X),(X),81.2,4.2,84.7,6.5,84.3,22.5,88.0,10.2,66.5,12.9,17.1,4.1,12.2,7.1,15.7,22.5,12.0,10.2,33.5,12.9,1.7,2.4,3.1,4.3,0.0,11.9,0.0,7.4,0.0,5.0,77.1,5.5,83.2,7.8,63.1,34.6,70.9,16.4,71.7,17.0,22.9,5.5,16.8,7.8,36.9,34.6,29.1,16.4,28.3,17.0
1400000US17031804306,17031804306,"Census Tract 8043.06, Cook County, Illinois",1738,98,1074,118,74,65,225,91,365,92,3.53,0.21,4.27,0.27,3.85,0.69,3.56,0.52,1.28,0.21,1373,111,1074,118,74,65,225,91,(X),(X),4.08,0.25,4.27,0.27,3.19,0.46,3.49,0.46,(X),(X),664,69,543,83,23,29,98,69,(X),(X),17.2,9.6,19.5,11.5,0.0,56.9,8.2,12.9,(X),(X),41.9,15.0,47.0,15.8,0.0,56.9,23.5,29.3,(X),(X),41.0,15.7,33.5,16.3,100.0,56.9,68.4,32.9,(X),(X),1738,98,1074,118,74,65,225,91,365,92,40.7,4.6,54.1,7.4,31.1,32.2,46.2,18.3,0.0,7.3,32.0,4.1,24.8,5.3,36.5,32.7,43.6,18.6,45.5,12.4,17.4,4.4,(X),(X),(X),(X),(X),(X),82.7,10.0,7.6,2.9,(X),(X),(X),(X),(X),(X),36.2,12.2,0.6,0.8,(X),(X),(X),(X),(X),(X),(X),(X),1.9,1.5,(X),(X),(X),(X),(X),(X),(X),(X),98.3,2.6,100.0,2.5,100.0,30.1,100.0,11.5,92.1,12.0,1.7,2.6,0.0,2.5,0.0,30.1,0.0,11.5,7.9,12.0,0.0,1.6,0.0,2.5,0.0,30.1,0.0,11.5,0.0,7.3,85.7,6.8,90.5,7.3,63.5,32.7,67.1,19.2,87.4,13.4,14.3,6.8,9.5,7.3,36.5,32.7,32.9,19.2,12.6,13.4
1400000US17031804308,17031804308,"Census Tract 8043.08, Cook County, Illinois",2447,199,1076,169,56,50,167,92,1148,237,2.11,0.15,3.08,0.17,2.36,0.33,2.48,0.38,1.13,0.08,1299,168,1076,169,56,50,167,92,(X),(X),2.95,0.15,3.07,0.17,2.11,0.13,2.48,0.38,(X),(X),454,94,400,93,15,23,39,38,(X),(X),29.3,13.9,29.5,14.9,100.0,70.4,0.0,43.7,(X),(X),17.4,12.8,16.8,13.2,0.0,70.4,30.8,44.9,(X),(X),53.3,16.5,53.8,17.2,0.0,70.4,69.2,44.9,(X),(X),2447,199,1076,169,56,50,167,92,1148,237,19.9,4.2,37.2,8.1,50.0,37.4,35.9,26.4,0.0,2.4,24.8,5.4,15.2,6.6,23.2,39.8,16.2,18.9,35.2,9.7,41.6,8.1,(X),(X),(X),(X),(X),(X),88.6,6.7,12.5,3.9,(X),(X),(X),(X),(X),(X),26.7,8.0,0.7,1.2,(X),(X),(X),(X),(X),(X),(X),(X),3.4,2.1,(X),(X),(X),(X),(X),(X),(X),(X),66.8,7.4,87.4,9.2,67.9,36.8,57.5,33.0,48.8,10.7,33.2,7.4,12.6,9.2,32.1,36.8,42.5,33.0,51.2,10.7,0.0,1.1,0.0,2.5,0.0,36.3,0.0,15.1,0.0,2.4,77.3,6.8,80.5,9.6,73.2,33.8,70.1,24.5,75.6,10.1,22.7,6.8,19.5,9.6,26.8,33.8,29.9,24.5,24.4,10.1
1400000US17031804309,17031804309,"Census Tract 8043.09, Cook County, Illinois",866,75,496,99,46,40,112,71,212,74,3.30,0.23,3.72,0.31,4.46,1.31,4.08,1.36,1.66,0.72,654,91,496,99,46,40,112,71,(X),(X),3.77,0.28,3.70,0.31,4.24,0.89,3.88,1.12,(X),(X),375,87,268,94,40,39,67,66,(X),(X),29.1,19.5,39.2,23.4,10.0,25.0,0.0,32.3,(X),(X),17.6,11.3,15.7,11.3,10.0,35.9,29.9,45.1,(X),(X),53.3,20.2,45.1,22.1,80.0,49.1,70.1,45.1,(X),(X),866,75,496,99,46,40,112,71,212,74,47.0,9.3,57.3,12.6,87.0,23.2,74.1,25.5,0.0,12.1,27.0,9.4,32.3,13.0,0.0,40.2,29.5,26.8,19.3,15.7,17.2,6.1,(X),(X),(X),(X),(X),(X),70.3,27.2,4.7,3.2,(X),(X),(X),(X),(X),(X),19.3,15.7,0.0,3.1,(X),(X),(X),(X),(X),(X),(X),(X),5.1,4.7,(X),(X),(X),(X),(X),(X),(X),(X),94.6,4.8,98.6,2.7,41.3,53.1,100.0,21.6,93.9,7.5,5.4,4.8,1.4,2.7,58.7,53.1,0.0,21.6,6.1,7.5,0.0,3.1,0.0,5.4,0.0,40.2,0.0,21.6,0.0,12.1,85.5,9.3,95.4,5.3,41.3,53.1,83.9,20.3,72.6,25.0,14.5,9.3,4.6,5.3,58.7,53.1,16.1,20.3,27.4,25.0
1400000US17031804310,17031804310,"Census Tract 8043.10, Cook County, Illinois",3053,143,2011,197,26,40,218,83,798,182,3.07,0.16,3.74,0.24,3.69,0.28,3.54,0.73,1.21,0.15,2255,198,2011,197,26,40,218,83,(X),(X),3.71,0.24,3.74,0.24,3.69,0.28,3.42,0.74,(X),(X),1071,142,913,140,0,15,158,73,(X),(X),22.4,11.1,20.7,11.5,-,**,32.3,29.4,(X),(X),10.8,7.2,12.7,8.6,-,**,0.0,15.9,(X),(X),66.8,12.6,66.6,13.7,-,**,67.7,29.4,(X),(X),3053,143,2011,197,26,40,218,83,798,182,36.1,4.4,46.0,5.9,0.0,53.5,72.5,23.4,2.3,3.7,31.0,4.2,24.4,6.0,100.0,53.5,13.3,14.9,50.1,14.1,22.3,5.3,(X),(X),(X),(X),(X),(X),85.3,8.1,9.3,4.0,(X),(X),(X),(X),(X),(X),35.7,13.6,0.0,0.9,(X),(X),(X),(X),(X),(X),(X),(X),4.3,2.5,(X),(X),(X),(X),(X),(X),(X),(X),94.1,3.8,98.8,1.8,100.0,53.5,85.8,22.0,84.3,11.9,5.9,3.8,1.2,1.8,0.0,53.5,14.2,22.0,15.7,11.9,0.0,0.9,0.0,1.4,0.0,53.5,0.0,11.8,0.0,3.4,93.2,3.6,97.5,2.2,100.0,53.5,69.7,24.2,88.6,10.4,6.8,3.6,2.5,2.2,0.0,53.5,30.3,24.2,11.4,10.4
1400000US17031804311,17031804311,"Census Tract 8043.11, Cook County, Illinois",2544,186,1901,168,48,41,128,65,467,158,3.34,0.22,3.85,0.25,4.63,1.94,3.31,0.75,1.18,0.17,2077,167,1901,168,48,41,128,65,(X),(X),3.80,0.23,3.83,0.25,4.33,2.13,3.13,0.53,(X),(X),989,151,937,149,25,30,27,31,(X),(X),17.9,7.9,18.9,8.3,0.0,54.6,0.0,52.5,(X),(X),19.6,9.8,20.7,10.2,0.0,54.6,0.0,52.5,(X),(X),62.5,12.2,60.4,12.7,100.0,54.6,100.0,52.5,(X),(X),2544,186,1901,168,48,41,128,65,467,158,45.5,6.0,56.7,6.6,81.3,32.3,32.0,23.8,0.0,5.7,33.2,4.6,29.0,5.5,29.2,43.6,68.8,23.4,40.7,14.6,15.7,5.1,(X),(X),(X),(X),(X),(X),85.4,13.1,5.1,2.6,(X),(X),(X),(X),(X),(X),27.8,13.2,0.0,1.1,(X),(X),(X),(X),(X),(X),(X),(X),1.8,1.7,(X),(X),(X),(X),(X),(X),(X),(X),97.2,2.5,97.6,2.7,100.0,39.4,100.0,19.2,94.4,7.5,2.8,2.5,2.4,2.7,0.0,39.4,0.0,19.2,5.6,7.5,0.0,1.1,0.0,1.4,0.0,39.4,0.0,19.2,0.0,5.7,92.4,3.6,96.3,3.0,100.0,39.4,79.7,21.3,79.2,12.6,7.6,3.6,3.7,3.0,0.0,39.4,20.3,21.3,20.8,12.6
1400000US17031804403,17031804403,"Census Tract 8044.03, Cook County, Illinois",2411,106,1438,146,69,58,97,84,807,149,2.83,0.21,3.73,0.29,2.33,0.13,2.23,0.17,1.34,0.16,1604,151,1438,146,69,58,97,84,(X),(X),3.52,0.27,3.67,0.28,2.33,0.13,2.23,0.17,(X),(X),821,163,782,157,0,15,39,63,(X),(X),35.7,12.2,37.5,12.4,-,**,0.0,43.7,(X),(X),29.5,17.6,30.9,18.1,-,**,0.0,43.7,(X),(X),34.8,18.1,31.6,17.9,-,**,100.0,43.7,(X),(X),2411,106,1438,146,69,58,97,84,807,149,34.8,6.5,55.6,8.3,0.0,31.7,40.2,50.1,0.0,3.3,31.4,6.1,21.8,6.7,82.6,27.0,33.0,41.6,43.9,11.6,23.9,5.9,(X),(X),(X),(X),(X),(X),71.5,12.7,9.4,3.5,(X),(X),(X),(X),(X),(X),28.1,9.4,0.8,1.4,(X),(X),(X),(X),(X),(X),(X),(X),4.8,3.0,(X),(X),(X),(X),(X),(X),(X),(X),77.8,4.9,85.4,7.1,44.9,42.5,100.0,24.3,64.3,11.0,22.2,4.9,14.6,7.1,55.1,42.5,0.0,24.3,35.7,11.0,0.0,1.1,0.0,1.9,0.0,31.7,0.0,24.3,0.0,3.3,76.3,6.3,80.1,8.7,27.5,40.1,100.0,24.3,70.9,10.4,23.7,6.3,19.9,8.7,72.5,40.1,0.0,24.3,29.1,10.4
1400000US17031804404,17031804404,"Census Tract 8044.04, Cook County, Illinois",1389,78,895,120,92,46,91,66,311,111,3.79,0.36,4.43,0.53,4.01,0.70,5.43,1.52,1.41,0.25,1078,120,895,120,92,46,91,66,(X),(X),4.43,0.45,4.43,0.53,3.66,0.65,5.20,1.39,(X),(X),580,112,503,104,15,16,62,55,(X),(X),11.2,8.1,9.1,7.9,0.0,70.4,30.6,47.8,(X),(X),42.1,14.9,43.3,15.6,53.3,53.3,29.0,41.5,(X),(X),46.7,14.8,47.5,15.8,46.7,53.3,40.3,41.0,(X),(X),1389,78,895,120,92,46,91,66,311,111,43.6,8.3,57.2,8.4,28.3,24.2,74.7,34.8,0.0,8.5,31.6,7.6,27.2,8.4,59.8,30.3,25.3,34.8,37.9,22.6,14.4,7.0,(X),(X),(X),(X),(X),(X),64.3,23.7,7.1,5.3,(X),(X),(X),(X),(X),(X),31.8,21.7,0.0,2.0,(X),(X),(X),(X),(X),(X),(X),(X),9.6,6.4,(X),(X),(X),(X),(X),(X),(X),(X),96.8,4.3,99.3,1.0,100.0,25.4,100.0,25.6,87.8,18.3,3.2,4.3,0.7,1.0,0.0,25.4,0.0,25.6,12.2,18.3,0.0,2.0,0.0,3.0,0.0,25.4,0.0,25.6,0.0,8.5,86.9,7.2,96.3,4.8,88.0,19.2,72.5,33.9,63.7,25.7,13.1,7.2,3.7,4.8,12.0,19.2,27.5,33.9,36.3,25.7
